pbs_code,prescriber_code,prescriber_type,schedule_code
"11876C","M","Medical Practitioners","3834"
"11877D","M","Medical Practitioners","3834"
"11877D","N","Nurse Practitioners","3834"
"11878E","M","Medical Practitioners","3834"
"11879F","M","Medical Practitioners","3834"
"11879F","N","Nurse Practitioners","3834"
"11880G","M","Medical Practitioners","3834"
"11881H","M","Medical Practitioners","3834"
"11881H","N","Nurse Practitioners","3834"
"11882J","M","Medical Practitioners","3834"
"11882J","N","Nurse Practitioners","3834"
"11884L","M","Medical Practitioners","3834"
"11884L","N","Nurse Practitioners","3834"
"11885M","M","Medical Practitioners","3834"
"11886N","M","Medical Practitioners","3834"
"11887P","M","Medical Practitioners","3834"
"11888Q","M","Medical Practitioners","3834"
"11889R","M","Medical Practitioners","3834"
"11891W","M","Medical Practitioners","3834"
"11892X","M","Medical Practitioners","3834"
"11892X","N","Nurse Practitioners","3834"
"11893Y","M","Medical Practitioners","3834"
"11894B","M","Medical Practitioners","3834"
"11895C","M","Medical Practitioners","3834"
"11896D","M","Medical Practitioners","3834"
"11897E","M","Medical Practitioners","3834"
"11897E","N","Nurse Practitioners","3834"
"11898F","M","Medical Practitioners","3834"
"11898F","N","Nurse Practitioners","3834"
"11900H","M","Medical Practitioners","3834"
"11906P","M","Medical Practitioners","3834"
"11907Q","M","Medical Practitioners","3834"
"11908R","M","Medical Practitioners","3834"
"11909T","M","Medical Practitioners","3834"
"11909T","N","Nurse Practitioners","3834"
"11909T","W","Midwives","3834"
"11910W","M","Medical Practitioners","3834"
"11911X","M","Medical Practitioners","3834"
"11913B","M","Medical Practitioners","3834"
"11914C","M","Medical Practitioners","3834"
"11915D","M","Medical Practitioners","3834"
"11919H","M","Medical Practitioners","3834"
"11919H","N","Nurse Practitioners","3834"
"11920J","M","Medical Practitioners","3834"
"11921K","M","Medical Practitioners","3834"
"11921K","N","Nurse Practitioners","3834"
"11926Q","M","Medical Practitioners","3834"
"11927R","M","Medical Practitioners","3834"
"11928T","M","Medical Practitioners","3834"
"11929W","M","Medical Practitioners","3834"
"1192R","M","Medical Practitioners","3834"
"1192R","N","Nurse Practitioners","3834"
"11930X","M","Medical Practitioners","3834"
"11931Y","M","Medical Practitioners","3834"
"11932B","M","Medical Practitioners","3834"
"11933C","M","Medical Practitioners","3834"
"11933C","N","Nurse Practitioners","3834"
"11933C","W","Midwives","3834"
"11934D","M","Medical Practitioners","3834"
"11934D","N","Nurse Practitioners","3834"
"11934D","W","Midwives","3834"
"11937G","M","Medical Practitioners","3834"
"11938H","M","Medical Practitioners","3834"
"11939J","M","Medical Practitioners","3834"
"11939J","N","Nurse Practitioners","3834"
"11940K","M","Medical Practitioners","3834"
"11941L","M","Medical Practitioners","3834"
"11941L","N","Nurse Practitioners","3834"
"11941L","W","Midwives","3834"
"11943N","M","Medical Practitioners","3834"
"11944P","M","Medical Practitioners","3834"
"11945Q","M","Medical Practitioners","3834"
"11946R","M","Medical Practitioners","3834"
"11947T","M","Medical Practitioners","3834"
"11947T","N","Nurse Practitioners","3834"
"11948W","M","Medical Practitioners","3834"
"11949X","M","Medical Practitioners","3834"
"11950Y","M","Medical Practitioners","3834"
"11951B","M","Medical Practitioners","3834"
"11952C","M","Medical Practitioners","3834"
"11953D","M","Medical Practitioners","3834"
"11954E","M","Medical Practitioners","3834"
"11955F","M","Medical Practitioners","3834"
"11955F","N","Nurse Practitioners","3834"
"11956G","M","Medical Practitioners","3834"
"11957H","M","Medical Practitioners","3834"
"11958J","M","Medical Practitioners","3834"
"11959K","M","Medical Practitioners","3834"
"1195X","M","Medical Practitioners","3834"
"1195X","N","Nurse Practitioners","3834"
"11960L","M","Medical Practitioners","3834"
"11961M","M","Medical Practitioners","3834"
"11962N","M","Medical Practitioners","3834"
"11963P","M","Medical Practitioners","3834"
"11963P","N","Nurse Practitioners","3834"
"11963P","W","Midwives","3834"
"11964Q","M","Medical Practitioners","3834"
"11965R","M","Medical Practitioners","3834"
"11966T","M","Medical Practitioners","3834"
"11967W","M","Medical Practitioners","3834"
"11968X","M","Medical Practitioners","3834"
"11969Y","M","Medical Practitioners","3834"
"11970B","M","Medical Practitioners","3834"
"11970B","N","Nurse Practitioners","3834"
"11971C","M","Medical Practitioners","3834"
"11973E","M","Medical Practitioners","3834"
"11974F","M","Medical Practitioners","3834"
"11975G","M","Medical Practitioners","3834"
"11976H","M","Medical Practitioners","3834"
"11977J","M","Medical Practitioners","3834"
"11977J","N","Nurse Practitioners","3834"
"11978K","M","Medical Practitioners","3834"
"11978K","N","Nurse Practitioners","3834"
"11979L","M","Medical Practitioners","3834"
"1197B","M","Medical Practitioners","3834"
"1197B","N","Nurse Practitioners","3834"
"11980M","M","Medical Practitioners","3834"
"11981N","M","Medical Practitioners","3834"
"11982P","M","Medical Practitioners","3834"
"11982P","N","Nurse Practitioners","3834"
"11983Q","M","Medical Practitioners","3834"
"11983Q","N","Nurse Practitioners","3834"
"11984R","M","Medical Practitioners","3834"
"11985T","M","Medical Practitioners","3834"
"11985T","N","Nurse Practitioners","3834"
"11989B","M","Medical Practitioners","3834"
"11991D","M","Medical Practitioners","3834"
"11992E","M","Medical Practitioners","3834"
"11992E","N","Nurse Practitioners","3834"
"11993F","M","Medical Practitioners","3834"
"11993F","N","Nurse Practitioners","3834"
"11994G","M","Medical Practitioners","3834"
"11995H","M","Medical Practitioners","3834"
"11996J","M","Medical Practitioners","3834"
"11997K","M","Medical Practitioners","3834"
"11998L","M","Medical Practitioners","3834"
"11998L","N","Nurse Practitioners","3834"
"11999M","M","Medical Practitioners","3834"
"1199D","M","Medical Practitioners","3834"
"1199D","N","Nurse Practitioners","3834"
"12000N","M","Medical Practitioners","3834"
"12001P","M","Medical Practitioners","3834"
"12001P","N","Nurse Practitioners","3834"
"12002Q","M","Medical Practitioners","3834"
"12002Q","N","Nurse Practitioners","3834"
"12004T","M","Medical Practitioners","3834"
"12005W","M","Medical Practitioners","3834"
"12006X","M","Medical Practitioners","3834"
"12006X","N","Nurse Practitioners","3834"
"12007Y","M","Medical Practitioners","3834"
"12008B","M","Medical Practitioners","3834"
"12008B","N","Nurse Practitioners","3834"
"12008B","W","Midwives","3834"
"12009C","M","Medical Practitioners","3834"
"12009C","N","Nurse Practitioners","3834"
"12010D","D","Dental","3834"
"12011E","M","Medical Practitioners","3834"
"12012F","M","Medical Practitioners","3834"
"12013G","M","Medical Practitioners","3834"
"12014H","M","Medical Practitioners","3834"
"12014H","N","Nurse Practitioners","3834"
"12015J","M","Medical Practitioners","3834"
"12015J","N","Nurse Practitioners","3834"
"12016K","M","Medical Practitioners","3834"
"12016K","N","Nurse Practitioners","3834"
"12017L","M","Medical Practitioners","3834"
"12018M","M","Medical Practitioners","3834"
"12019N","M","Medical Practitioners","3834"
"1201F","M","Medical Practitioners","3834"
"1201F","N","Nurse Practitioners","3834"
"12020P","M","Medical Practitioners","3834"
"12021Q","M","Medical Practitioners","3834"
"12022R","M","Medical Practitioners","3834"
"12022R","N","Nurse Practitioners","3834"
"12022R","W","Midwives","3834"
"12024W","D","Dental","3834"
"12026Y","M","Medical Practitioners","3834"
"12027B","M","Medical Practitioners","3834"
"12028C","M","Medical Practitioners","3834"
"12029D","M","Medical Practitioners","3834"
"12029D","N","Nurse Practitioners","3834"
"12031F","M","Medical Practitioners","3834"
"12031F","N","Nurse Practitioners","3834"
"12032G","D","Dental","3834"
"12033H","M","Medical Practitioners","3834"
"12034J","M","Medical Practitioners","3834"
"12035K","M","Medical Practitioners","3834"
"12036L","M","Medical Practitioners","3834"
"12037M","M","Medical Practitioners","3834"
"12038N","M","Medical Practitioners","3834"
"12039P","M","Medical Practitioners","3834"
"12040Q","M","Medical Practitioners","3834"
"12041R","M","Medical Practitioners","3834"
"12041R","N","Nurse Practitioners","3834"
"12042T","M","Medical Practitioners","3834"
"12042T","N","Nurse Practitioners","3834"
"12043W","M","Medical Practitioners","3834"
"12045Y","D","Dental","3834"
"12046B","M","Medical Practitioners","3834"
"12046B","N","Nurse Practitioners","3834"
"12047C","M","Medical Practitioners","3834"
"12047C","N","Nurse Practitioners","3834"
"12049E","M","Medical Practitioners","3834"
"12049E","N","Nurse Practitioners","3834"
"12050F","M","Medical Practitioners","3834"
"12051G","M","Medical Practitioners","3834"
"12052H","M","Medical Practitioners","3834"
"12054K","D","Dental","3834"
"12055L","M","Medical Practitioners","3834"
"12055L","N","Nurse Practitioners","3834"
"12056M","M","Medical Practitioners","3834"
"12057N","M","Medical Practitioners","3834"
"12058P","M","Medical Practitioners","3834"
"12059Q","M","Medical Practitioners","3834"
"12060R","M","Medical Practitioners","3834"
"12061T","M","Medical Practitioners","3834"
"12062W","M","Medical Practitioners","3834"
"12063X","M","Medical Practitioners","3834"
"12064Y","M","Medical Practitioners","3834"
"12065B","M","Medical Practitioners","3834"
"12065B","N","Nurse Practitioners","3834"
"12066C","D","Dental","3834"
"12067D","D","Dental","3834"
"12068E","M","Medical Practitioners","3834"
"12069F","M","Medical Practitioners","3834"
"1206L","M","Medical Practitioners","3834"
"1206L","N","Nurse Practitioners","3834"
"1206L","W","Midwives","3834"
"12070G","M","Medical Practitioners","3834"
"12071H","M","Medical Practitioners","3834"
"12072J","M","Medical Practitioners","3834"
"12072J","N","Nurse Practitioners","3834"
"12074L","D","Dental","3834"
"12075M","M","Medical Practitioners","3834"
"12075M","N","Nurse Practitioners","3834"
"12076N","M","Medical Practitioners","3834"
"12077P","M","Medical Practitioners","3834"
"12078Q","M","Medical Practitioners","3834"
"12079R","M","Medical Practitioners","3834"
"1207M","M","Medical Practitioners","3834"
"1207M","N","Nurse Practitioners","3834"
"1207M","W","Midwives","3834"
"12080T","M","Medical Practitioners","3834"
"12080T","N","Nurse Practitioners","3834"
"12082X","M","Medical Practitioners","3834"
"12083Y","M","Medical Practitioners","3834"
"12084B","M","Medical Practitioners","3834"
"12085C","M","Medical Practitioners","3834"
"12086D","M","Medical Practitioners","3834"
"12087E","M","Medical Practitioners","3834"
"12088F","M","Medical Practitioners","3834"
"12089G","M","Medical Practitioners","3834"
"1208N","M","Medical Practitioners","3834"
"1208N","N","Nurse Practitioners","3834"
"12090H","M","Medical Practitioners","3834"
"12091J","M","Medical Practitioners","3834"
"12092K","M","Medical Practitioners","3834"
"12093L","M","Medical Practitioners","3834"
"12094M","M","Medical Practitioners","3834"
"12095N","M","Medical Practitioners","3834"
"12096P","M","Medical Practitioners","3834"
"12097Q","M","Medical Practitioners","3834"
"12098R","M","Medical Practitioners","3834"
"12099T","M","Medical Practitioners","3834"
"1209P","M","Medical Practitioners","3834"
"1209P","N","Nurse Practitioners","3834"
"12101X","M","Medical Practitioners","3834"
"12102Y","M","Medical Practitioners","3834"
"12103B","M","Medical Practitioners","3834"
"12105D","M","Medical Practitioners","3834"
"12106E","M","Medical Practitioners","3834"
"12107F","M","Medical Practitioners","3834"
"12108G","M","Medical Practitioners","3834"
"12108G","N","Nurse Practitioners","3834"
"12109H","M","Medical Practitioners","3834"
"12109H","N","Nurse Practitioners","3834"
"1210Q","M","Medical Practitioners","3834"
"1210Q","N","Nurse Practitioners","3834"
"12111K","M","Medical Practitioners","3834"
"12111K","N","Nurse Practitioners","3834"
"12112L","M","Medical Practitioners","3834"
"12112L","N","Nurse Practitioners","3834"
"12113M","M","Medical Practitioners","3834"
"12113M","N","Nurse Practitioners","3834"
"12114N","M","Medical Practitioners","3834"
"12114N","N","Nurse Practitioners","3834"
"12115P","M","Medical Practitioners","3834"
"12115P","N","Nurse Practitioners","3834"
"12116Q","M","Medical Practitioners","3834"
"12116Q","N","Nurse Practitioners","3834"
"12118T","M","Medical Practitioners","3834"
"12118T","N","Nurse Practitioners","3834"
"12119W","M","Medical Practitioners","3834"
"1211R","M","Medical Practitioners","3834"
"12120X","M","Medical Practitioners","3834"
"12121Y","M","Medical Practitioners","3834"
"12122B","M","Medical Practitioners","3834"
"12123C","M","Medical Practitioners","3834"
"12124D","M","Medical Practitioners","3834"
"12125E","M","Medical Practitioners","3834"
"12126F","M","Medical Practitioners","3834"
"12127G","M","Medical Practitioners","3834"
"12128H","M","Medical Practitioners","3834"
"12129J","M","Medical Practitioners","3834"
"12130K","M","Medical Practitioners","3834"
"12131L","M","Medical Practitioners","3834"
"12132M","M","Medical Practitioners","3834"
"12133N","M","Medical Practitioners","3834"
"12133N","N","Nurse Practitioners","3834"
"12134P","M","Medical Practitioners","3834"
"12135Q","M","Medical Practitioners","3834"
"12136R","M","Medical Practitioners","3834"
"12136R","N","Nurse Practitioners","3834"
"12137T","M","Medical Practitioners","3834"
"12137T","N","Nurse Practitioners","3834"
"12138W","M","Medical Practitioners","3834"
"12139X","M","Medical Practitioners","3834"
"12140Y","M","Medical Practitioners","3834"
"12141B","M","Medical Practitioners","3834"
"12142C","M","Medical Practitioners","3834"
"12142C","N","Nurse Practitioners","3834"
"12143D","M","Medical Practitioners","3834"
"12144E","M","Medical Practitioners","3834"
"12145F","M","Medical Practitioners","3834"
"12146G","M","Medical Practitioners","3834"
"12147H","M","Medical Practitioners","3834"
"12148J","M","Medical Practitioners","3834"
"12149K","M","Medical Practitioners","3834"
"1214X","M","Medical Practitioners","3834"
"1214X","N","Nurse Practitioners","3834"
"12150L","M","Medical Practitioners","3834"
"12151M","M","Medical Practitioners","3834"
"12152N","M","Medical Practitioners","3834"
"12153P","M","Medical Practitioners","3834"
"12154Q","M","Medical Practitioners","3834"
"12155R","M","Medical Practitioners","3834"
"12156T","M","Medical Practitioners","3834"
"12157W","M","Medical Practitioners","3834"
"12158X","M","Medical Practitioners","3834"
"12158X","N","Nurse Practitioners","3834"
"12159Y","M","Medical Practitioners","3834"
"1215Y","M","Medical Practitioners","3834"
"1215Y","N","Nurse Practitioners","3834"
"12161C","M","Medical Practitioners","3834"
"12162D","M","Medical Practitioners","3834"
"12167J","M","Medical Practitioners","3834"
"12168K","M","Medical Practitioners","3834"
"12169L","M","Medical Practitioners","3834"
"12170M","M","Medical Practitioners","3834"
"12171N","M","Medical Practitioners","3834"
"12172P","M","Medical Practitioners","3834"
"12172P","N","Nurse Practitioners","3834"
"12173Q","M","Medical Practitioners","3834"
